book_title,word_count,sentence_count,phrase_count_per_sentence,average_word_len,average_sentence_len,average_syllable_count,polysyll_count,consonant_cluster_density,v_density,cv_density,vc_density,cvc_density,vcc_density,cvcc_density,ccvc_density,ccv_density,ccvcc_density,ccvccc_density,tag_bigram_sim,bik_bigram_sim,ceb_bigram_sim,hil_bigram_sim,rin_bigram_sim,min_bigram_sim,kar_bigram_sim,tag_trigram_sim,bik_trigram_sim,ceb_trigam_sim,hil_trigam_sim,rin_trigam_sim,min_trigam_sim,kar_trigam_sim,grade_level
Ang Among Pamilya,116,23,1.130434783,5.00862069,5.043478261,2.120689655,2,0.456896552,2.120689655,1.775862069,1.689655172,0.982758621,0.405172414,0.284482759,0.181034483,0.293103448,0.00862069,0,0.704347826,0.663043478,0.730434783,0.697826087,0.663043478,0.704347826,0.663043478,0.648967552,0.572271386,0.728613569,0.587020649,0.581120944,0.604719764,0.563421829,1
Ang Anak ug Amahan,82,14,0,4.817073171,5.857142857,2.158536585,1,0.353658537,2.158536585,1.756097561,1.62195122,0.865853659,0.329268293,0.195121951,0.12195122,0.207317073,0.06097561,0.012195122,0.668810289,0.620578778,0.678456592,0.643086817,0.617363344,0.662379421,0.646302251,0.602620087,0.563318777,0.655021834,0.624454148,0.502183406,0.6069869,0.550218341,1
Ang Baka,112,11,1.090909091,4.3125,10.18181818,1.830357143,0,0.419642857,1.830357143,1.607142857,1.223214286,0.803571429,0.303571429,0.205357143,0.142857143,0.267857143,0,0,0.618918919,0.57027027,0.643243243,0.667567568,0.654054054,0.632432432,0.602702703,0.540540541,0.463320463,0.602316602,0.540540541,0.50965251,0.50965251,0.486486486,1
Ang Baki,104,12,0,4.903846154,8.666666667,2.086538462,4,0.490384615,2.086538462,1.798076923,1.403846154,0.865384615,0.336538462,0.259615385,0.240384615,0.423076923,0.038461538,0,0.580645161,0.570719603,0.627791563,0.578163772,0.580645161,0.58808933,0.560794045,0.556666667,0.523333333,0.64,0.586666667,0.553333333,0.58,0.586666667,1
Ang Bangaw,49,9,0,5.081632653,5.444444444,2.06122449,0,0.510204082,2.06122449,1.734693878,1.755102041,1.020408163,0.428571429,0.244897959,0.204081633,0.285714286,0.020408163,0,0.567839196,0.552763819,0.572864322,0.572864322,0.542713568,0.572864322,0.567839196,0.566666667,0.54,0.64,0.506666667,0.54,0.546666667,0.506666667,1
Ang Bao,32,7,0,4.6875,4.571428571,2.21875,0,0.3125,2.21875,1.78125,1.4375,0.78125,0.28125,0.09375,0.125,0.1875,0,0,0.661016949,0.559322034,0.661016949,0.644067797,0.610169492,0.644067797,0.584745763,0.528735632,0.436781609,0.666666667,0.517241379,0.482758621,0.528735632,0.425287356,1
Ang Bato,31,8,0,5.064516129,3.875,2.35483871,0,0.35483871,2.35483871,1.935483871,1.580645161,0.870967742,0.35483871,0.096774194,0.129032258,0.258064516,0.096774194,0.032258065,0.642857143,0.587301587,0.642857143,0.595238095,0.626984127,0.619047619,0.611111111,0.53125,0.5,0.729166667,0.541666667,0.53125,0.583333333,0.53125,1
Ang Birthday ni Jennilyn,54,9,1.2,5.444444444,6,2.203703704,3,0.518518519,2.203703704,2.018518519,1.685185185,1.074074074,0.444444444,0.333333333,0.240740741,0.277777778,0.092592593,0.074074074,0.668067227,0.638655462,0.68487395,0.672268908,0.655462185,0.663865546,0.634453782,0.551912568,0.508196721,0.650273224,0.513661202,0.486338798,0.508196721,0.475409836,1
Ang Bitoon,67,9,1.333333333,4.432835821,7.444444444,2.044776119,0,0.328358209,2.044776119,1.567164179,1.328358209,0.656716418,0.223880597,0.104477612,0.059701493,0.164179104,0,0,0.708695652,0.643478261,0.726086957,0.673913043,0.708695652,0.695652174,0.660869565,0.591463415,0.493902439,0.597560976,0.469512195,0.524390244,0.5,0.487804878,1
Ang Bola ni Mila,47,7,0,4.446808511,6.714285714,2,1,0.29787234,2,1.765957447,1.340425532,0.872340426,0.234042553,0.14893617,0.127659574,0.170212766,0.021276596,0,0.734567901,0.654320988,0.740740741,0.734567901,0.691358025,0.728395062,0.685185185,0.660869565,0.591304348,0.773913043,0.643478261,0.6,0.67826087,0.573913043,1
Ang Buhok,34,7,1.125,4.058823529,4.857142857,1.852941176,0,0.147058824,1.852941176,1.558823529,1.235294118,0.705882353,0.088235294,0.029411765,0.029411765,0.117647059,0.029411765,0,0.485436893,0.446601942,0.485436893,0.504854369,0.504854369,0.475728155,0.475728155,0.449275362,0.347826087,0.52173913,0.376811594,0.347826087,0.362318841,0.420289855,1
Ang Bulak nga Santan,40,7,1.25,4.25,5.714285714,1.75,0,0.35,1.75,1.525,1.25,0.775,0.225,0.2,0.175,0.3,0.025,0,0.569230769,0.546153846,0.6,0.592307692,0.569230769,0.569230769,0.561538462,0.543478261,0.543478261,0.695652174,0.565217391,0.543478261,0.543478261,0.543478261,1
Ang Celfon ni Niña,60,10,0,4.166666667,6,1.9,0,0.25,1.9,1.65,1.116666667,0.683333333,0.216666667,0.116666667,0.1,0.15,0.016666667,0,0.704301075,0.655913978,0.698924731,0.698924731,0.682795699,0.682795699,0.666666667,0.579365079,0.468253968,0.682539683,0.515873016,0.523809524,0.555555556,0.492063492,1
Ang Dagat,32,6,0,4.8125,5.333333333,2.125,0,0.4375,2.125,1.6875,1.59375,0.84375,0.4375,0.15625,0.125,0.21875,0.03125,0,0.672131148,0.639344262,0.663934426,0.680327869,0.680327869,0.672131148,0.680327869,0.644444444,0.488888889,0.677777778,0.533333333,0.5,0.555555556,0.566666667,1
Ang Dala ni Almaug Mama,31,6,0,4.290322581,5.166666667,2.096774194,0,0.193548387,2.096774194,1.709677419,1.258064516,0.709677419,0.193548387,0.064516129,0.032258065,0.161290323,0,0,0.705882353,0.656862745,0.705882353,0.68627451,0.647058824,0.68627451,0.637254902,0.605633803,0.478873239,0.774647887,0.478873239,0.549295775,0.478873239,0.478873239,1
Ang Dalunggan,79,18,1.052631579,5.518987342,4.388888889,2.291139241,0,0.53164557,2.291139241,2.088607595,1.746835443,1.126582278,0.443037975,0.341772152,0.291139241,0.430379747,0.050632911,0,0.630985915,0.583098592,0.630985915,0.611267606,0.58028169,0.611267606,0.597183099,0.603636364,0.538181818,0.636363636,0.578181818,0.549090909,0.581818182,0.556363636,1
Ang French Fries,60,11,0,4.766666667,5.454545455,2.033333333,0,0.466666667,2.033333333,1.666666667,1.416666667,0.8,0.333333333,0.233333333,0.116666667,0.25,0.05,0.033333333,0.488888889,0.431111111,0.515555556,0.484444444,0.493333333,0.524444444,0.484444444,0.436363636,0.412121212,0.581818182,0.472727273,0.424242424,0.484848485,0.4,1
Ang Gasa ni Mama,43,8,0,4.186046512,5.375,1.790697674,0,0.302325581,1.790697674,1.488372093,1.23255814,0.76744186,0.255813953,0.139534884,0.162790698,0.186046512,0,0,0.558823529,0.536764706,0.580882353,0.595588235,0.580882353,0.580882353,0.573529412,0.483870968,0.397849462,0.612903226,0.451612903,0.387096774,0.408602151,0.430107527,1
Ang Gasa,29,6,0,4.448275862,4.833333333,1.896551724,0,0.448275862,1.896551724,1.620689655,1.344827586,0.827586207,0.379310345,0.172413793,0.172413793,0.24137931,0.034482759,0,0.6,0.59,0.59,0.6,0.59,0.6,0.58,0.486111111,0.375,0.569444444,0.430555556,0.430555556,0.416666667,0.486111111,1
Ang Gatas sa Lata,31,6,0,4.161290323,5.166666667,1.806451613,0,0.225806452,1.806451613,1.580645161,1.290322581,0.774193548,0.193548387,0.064516129,0.064516129,0.064516129,0.032258065,0,0.734693878,0.714285714,0.734693878,0.714285714,0.704081633,0.724489796,0.704081633,0.686567164,0.507462687,0.71641791,0.597014925,0.611940299,0.611940299,0.611940299,1
Ang Hardin Ni Balaraw,228,15,1.5625,4.907894737,15.2,2.092105263,9,0.447368421,2.092105263,1.824561404,1.513157895,0.855263158,0.324561404,0.24122807,0.184210526,0.342105263,0.021929825,0,0.673033708,0.652808989,0.697752809,0.637078652,0.623595506,0.665168539,0.646067416,0.648036254,0.540785498,0.632930514,0.569486405,0.543806647,0.598187311,0.583081571,1
Ang Hardin Ni Hannah,120,18,0,4.466666667,6.666666667,1.891666667,1,0.383333333,1.891666667,1.633333333,1.391666667,0.808333333,0.275,0.2,0.15,0.258333333,0,0,0.714975845,0.661835749,0.707729469,0.690821256,0.637681159,0.710144928,0.671497585,0.630872483,0.523489933,0.741610738,0.640939597,0.516778523,0.667785235,0.630872483,1
Ang Hardin Ni Susan,108,11,1.166666667,4.694444444,9.818181818,2.064814815,1,0.435185185,2.064814815,1.740740741,1.398148148,0.796296296,0.287037037,0.222222222,0.157407407,0.361111111,0.027777778,0,0.611528822,0.571428571,0.65914787,0.62406015,0.621553885,0.614035088,0.586466165,0.61774744,0.576791809,0.723549488,0.62116041,0.580204778,0.627986348,0.590443686,1
Ang Hiniktan ni Islaw,68,11,1.083333333,4.838235294,6.181818182,2.176470588,3,0.382352941,2.176470588,1.735294118,1.588235294,0.823529412,0.264705882,0.132352941,0.176470588,0.294117647,0.014705882,0,0.739299611,0.661478599,0.743190661,0.680933852,0.638132296,0.700389105,0.708171206,0.664864865,0.562162162,0.735135135,0.648648649,0.551351351,0.654054054,0.6,1
Ang Iring ni Ling,38,9,0,4.210526316,4.222222222,1.657894737,0,0.526315789,1.657894737,1.315789474,1.315789474,0.789473684,0.473684211,0.342105263,0.105263158,0.131578947,0.026315789,0,0.647540984,0.56557377,0.631147541,0.631147541,0.672131148,0.606557377,0.598360656,0.658823529,0.623529412,0.811764706,0.588235294,0.682352941,0.611764706,0.611764706,1
Ang Iring ni Luming,61,16,0,4.852459016,3.8125,2.016393443,0,0.540983607,2.016393443,1.573770492,1.655737705,0.836065574,0.524590164,0.37704918,0.049180328,0.098360656,0.016393443,0,0.642553191,0.540425532,0.604255319,0.6,0.668085106,0.595744681,0.574468085,0.695402299,0.597701149,0.752873563,0.563218391,0.67816092,0.603448276,0.620689655,1
Ang Iro ni Pedro,88,14,0,4.545454545,6.285714286,2.034090909,0,0.386363636,2.034090909,1.625,1.443181818,0.704545455,0.318181818,0.193181818,0.102272727,0.227272727,0.034090909,0.011363636,0.722580645,0.712903226,0.738709677,0.712903226,0.74516129,0.741935484,0.693548387,0.687782805,0.63800905,0.78280543,0.669683258,0.628959276,0.705882353,0.660633484,1
Ang Itoy ni Ikoy,57,10,1.090909091,4.210526316,5.7,1.929824561,1,0.280701754,1.929824561,1.333333333,1.438596491,0.666666667,0.210526316,0.070175439,0.070175439,0.105263158,0.01754386,0,0.68852459,0.612021858,0.699453552,0.68852459,0.677595628,0.699453552,0.650273224,0.563492063,0.571428571,0.69047619,0.468253968,0.531746032,0.523809524,0.436507937,1
Ang Kabaw nga si Kulas,39,8,0,4.358974359,4.875,1.820512821,0,0.307692308,1.820512821,1.58974359,1.41025641,0.794871795,0.230769231,0.102564103,0.128205128,0.153846154,0.025641026,0,0.679389313,0.671755725,0.687022901,0.65648855,0.65648855,0.633587786,0.694656489,0.569892473,0.516129032,0.709677419,0.494623656,0.623655914,0.559139785,0.548387097,1
Ang Kabaw ni lolo,33,7,0,4.393939394,4.714285714,1.939393939,0,0.303030303,1.939393939,1.636363636,1.363636364,0.787878788,0.242424242,0.121212121,0.121212121,0.181818182,0.03030303,0,0.580357143,0.517857143,0.571428571,0.598214286,0.598214286,0.535714286,0.553571429,0.4375,0.35,0.5875,0.425,0.5125,0.4375,0.45,1
Ang Kaka ni Katkat,23,4,0,4.608695652,5.75,1.913043478,0,0.434782609,1.913043478,1.695652174,1.391304348,1,0.347826087,0.217391304,0.304347826,0.304347826,0.043478261,0,0.65060241,0.626506024,0.65060241,0.65060241,0.638554217,0.638554217,0.65060241,0.524590164,0.491803279,0.672131148,0.426229508,0.540983607,0.524590164,0.459016393,1
Ang Kaka ni Tata,26,5,0,4.076923077,5.2,1.846153846,0,0.346153846,1.846153846,1.5,1.153846154,0.692307692,0.269230769,0.076923077,0.115384615,0.153846154,0.038461538,0,0.775,0.75,0.7625,0.775,0.75,0.7625,0.7625,0.745454545,0.654545455,0.872727273,0.618181818,0.763636364,0.709090909,0.654545455,1
Ang Kaka,38,8,0,3.947368421,4.75,1.868421053,0,0.131578947,1.868421053,1.631578947,1.078947368,0.657894737,0.105263158,0.026315789,0.026315789,0.026315789,0,0,0.6875,0.651785714,0.696428571,0.6875,0.678571429,0.6875,0.660714286,0.526315789,0.473684211,0.697368421,0.421052632,0.5,0.486842105,0.473684211,1
Ang Kalikupan,50,14,0,5.4,3.571428571,2.4,0,0.34,2.4,2.04,1.82,0.96,0.34,0.24,0.1,0.18,0.02,0,0.648401826,0.621004566,0.675799087,0.652968037,0.657534247,0.680365297,0.657534247,0.591715976,0.562130178,0.733727811,0.597633136,0.579881657,0.603550296,0.550295858,1
Ang Kalo ni Karlo,43,8,0,4.418604651,5.375,1.953488372,0,0.325581395,1.953488372,1.813953488,1.209302326,0.837209302,0.279069767,0.23255814,0.11627907,0.255813953,0.023255814,0,0.544217687,0.510204082,0.551020408,0.646258503,0.619047619,0.571428571,0.551020408,0.495238095,0.4,0.638095238,0.428571429,0.495238095,0.495238095,0.485714286,1
Ang Kama ni Mama ug Makmak,27,4,0,4.074074074,6.75,1.703703704,0,0.407407407,1.703703704,1.481481481,1.148148148,0.777777778,0.333333333,0.185185185,0.222222222,0.259259259,0.037037037,0,0.746987952,0.734939759,0.746987952,0.746987952,0.722891566,0.734939759,0.746987952,0.701754386,0.543859649,0.754385965,0.561403509,0.666666667,0.561403509,0.561403509,1
Ang kama,30,8,0,3.933333333,3.75,1.8,0,0.3,1.8,1.466666667,1.066666667,0.666666667,0.3,0.1,0.033333333,0.066666667,0,0,0.784090909,0.772727273,0.784090909,0.784090909,0.772727273,0.784090909,0.761363636,0.677966102,0.593220339,0.813559322,0.576271186,0.711864407,0.627118644,0.576271186,1
Ang Kamot ni Momay,36,7,0,4.138888889,5.142857143,1.805555556,0,0.222222222,1.805555556,1.444444444,1.25,0.583333333,0.194444444,0.083333333,0.027777778,0.083333333,0.027777778,0.027777778,0.5625,0.5625,0.553571429,0.5625,0.553571429,0.651785714,0.544642857,0.368421053,0.447368421,0.736842105,0.434210526,0.434210526,0.473684211,0.421052632,1
Ang Kanding ni Karding,37,7,0,5.189189189,5.285714286,2.081081081,0,0.621621622,2.081081081,1.72972973,1.675675676,1.108108108,0.594594595,0.324324324,0.351351351,0.378378378,0.189189189,0,0.616883117,0.590909091,0.662337662,0.649350649,0.655844156,0.675324675,0.623376623,0.559322034,0.423728814,0.644067797,0.550847458,0.56779661,0.542372881,0.559322034,1
Ang Kanding Ni Pedro,139,16,1.0625,4.820143885,8.6875,2.086330935,2,0.45323741,2.086330935,1.798561151,1.467625899,0.899280576,0.374100719,0.258992806,0.158273381,0.316546763,0.050359712,0,0.676136364,0.653409091,0.700757576,0.681818182,0.679924242,0.712121212,0.664772727,0.641025641,0.569230769,0.687179487,0.623076923,0.579487179,0.630769231,0.597435897,1
Ang Kanta ni Anta,73,12,1.076923077,4.95890411,6.083333333,2.123287671,0,0.493150685,2.123287671,1.863013699,1.506849315,0.904109589,0.424657534,0.342465753,0.191780822,0.356164384,0.04109589,0,0.714285714,0.630662021,0.728222997,0.696864111,0.668989547,0.707317073,0.68989547,0.710280374,0.672897196,0.803738318,0.663551402,0.644859813,0.714953271,0.626168224,1
Ang kilay ni Kentoy,67,11,0,4.47761194,6.090909091,1.970149254,0,0.358208955,1.970149254,1.701492537,1.313432836,0.850746269,0.328358209,0.223880597,0.194029851,0.23880597,0.014925373,0,0.575107296,0.506437768,0.596566524,0.592274678,0.583690987,0.60944206,0.557939914,0.523809524,0.476190476,0.601190476,0.494047619,0.517857143,0.511904762,0.5,1
Ang Kusog nga Linog,88,22,0,4.931818182,4,2.113636364,1,0.465909091,2.113636364,1.806818182,1.568181818,0.897727273,0.397727273,0.215909091,0.147727273,0.306818182,0.034090909,0,0.639534884,0.619186047,0.659883721,0.622093023,0.613372093,0.651162791,0.619186047,0.556862745,0.505882353,0.639215686,0.517647059,0.509803922,0.560784314,0.494117647,1
Ang Kwarto Ko,52,14,0,4.807692308,3.714285714,2.019230769,0,0.519230769,2.019230769,1.75,1.461538462,0.903846154,0.423076923,0.269230769,0.269230769,0.384615385,0.096153846,0,0.621212121,0.580808081,0.611111111,0.595959596,0.560606061,0.580808081,0.611111111,0.452054795,0.445205479,0.568493151,0.438356164,0.431506849,0.47260274,0.479452055,1
Ang Langaw,52,12,0,4.75,4.333333333,1.865384615,0,0.461538462,1.865384615,1.692307692,1.576923077,1,0.423076923,0.25,0.211538462,0.25,0.019230769,0,0.78974359,0.769230769,0.805128205,0.712820513,0.671794872,0.702564103,0.784615385,0.722222222,0.569444444,0.770833333,0.548611111,0.569444444,0.638888889,0.604166667,1
Ang Lapis ni Sedes,36,7,0,4.888888889,5.142857143,2.111111111,0,0.222222222,2.111111111,1.888888889,1.666666667,0.861111111,0.194444444,0.138888889,0.055555556,0.111111111,0.055555556,0,0.611510791,0.532374101,0.589928058,0.589928058,0.517985612,0.597122302,0.532374101,0.54368932,0.388349515,0.611650485,0.524271845,0.475728155,0.514563107,0.475728155,1
Ang Lima ka Baki,45,7,0,3.688888889,6.428571429,1.777777778,0,0.133333333,1.777777778,1.577777778,0.888888889,0.622222222,0.088888889,0.044444444,0.044444444,0.066666667,0.022222222,0.022222222,0.669421488,0.652892562,0.727272727,0.67768595,0.611570248,0.661157025,0.595041322,0.584415584,0.480519481,0.623376623,0.506493506,0.532467532,0.428571429,0.467532468,1
Ang Lima ka Managsuon,156,20,1.6,4.942307692,7.8,2.128205128,1,0.493589744,2.128205128,1.769230769,1.544871795,0.884615385,0.467948718,0.288461538,0.198717949,0.294871795,0.057692308,0.006410256,0.720853859,0.681444992,0.709359606,0.709359606,0.684729064,0.70771757,0.711001642,0.700892857,0.618303571,0.738839286,0.636160714,0.645089286,0.642857143,0.633928571,1
Ang Magtutudlo,33,7,0,5.333333333,4.714285714,2.363636364,0,0.454545455,2.363636364,2.090909091,1.727272727,1.060606061,0.424242424,0.333333333,0.212121212,0.333333333,0.060606061,0,0.601398601,0.566433566,0.587412587,0.594405594,0.587412587,0.573426573,0.594405594,0.575221239,0.504424779,0.672566372,0.592920354,0.575221239,0.566371681,0.566371681,1
Ang Mama ni Tata,30,6,1.285714286,4.333333333,5,1.966666667,0,0.266666667,1.966666667,1.766666667,1.2,0.833333333,0.233333333,0.133333333,0.1,0.133333333,0.033333333,0,0.64,0.61,0.64,0.67,0.64,0.67,0.63,0.605633803,0.492957746,0.732394366,0.507042254,0.605633803,0.521126761,0.535211268,1
Ang Mananagat,273,20,3.380952381,4.677655678,13.65,1.886446886,10,0.659340659,1.886446886,1.366300366,1.41025641,0.717948718,0.457875458,0.282051282,0.234432234,0.399267399,0.073260073,0.036630037,0.467270896,0.454179255,0.460221551,0.50755287,0.47734139,0.486404834,0.494461229,0.388586957,0.433423913,0.448369565,0.476902174,0.456521739,0.485054348,0.493206522,1
Ang Mangga ni Manang Mina,67,11,0,4.970149254,6.090909091,2.119402985,1,0.447761194,2.119402985,1.850746269,1.52238806,0.955223881,0.402985075,0.313432836,0.194029851,0.328358209,0.014925373,0,0.665413534,0.616541353,0.646616541,0.646616541,0.627819549,0.642857143,0.620300752,0.655,0.55,0.725,0.585,0.555,0.585,0.545,1
Ang Mangga,48,12,1.153846154,4.708333333,4,2,0,0.4375,2,1.645833333,1.458333333,0.833333333,0.354166667,0.1875,0.125,0.25,0.041666667,0,0.651685393,0.556179775,0.651685393,0.623595506,0.601123596,0.623595506,0.606741573,0.58778626,0.511450382,0.709923664,0.564885496,0.564885496,0.572519084,0.541984733,1
Ang Manok,33,6,0,4.333333333,5.5,1.939393939,0,0.181818182,1.939393939,1.636363636,1.393939394,0.727272727,0.121212121,0.03030303,0.03030303,0.060606061,0,0,0.6,0.545454545,0.627272727,0.6,0.590909091,0.6,0.572727273,0.455696203,0.430379747,0.64556962,0.430379747,0.455696203,0.46835443,0.506329114,1
Ang Mata ni Matmat,26,5,0,4.5,5.2,1.807692308,0,0.538461538,1.807692308,1.615384615,1.269230769,0.961538462,0.461538462,0.269230769,0.269230769,0.346153846,0.038461538,0,0.67032967,0.659340659,0.67032967,0.67032967,0.648351648,0.659340659,0.67032967,0.545454545,0.515151515,0.636363636,0.5,0.53030303,0.515151515,0.5,1
Ang mata,32,8,0,3.875,4,1.78125,0,0.28125,1.78125,1.46875,1.03125,0.65625,0.28125,0.09375,0.03125,0.0625,0,0,0.760869565,0.760869565,0.77173913,0.760869565,0.760869565,0.77173913,0.760869565,0.639344262,0.655737705,0.803278689,0.573770492,0.672131148,0.655737705,0.590163934,1
Ang mga Bata,48,12,0,5.041666667,4,2.145833333,0,0.5625,2.145833333,1.8125,1.4375,0.833333333,0.479166667,0.291666667,0.1875,0.4375,0.104166667,0.041666667,0.525773196,0.546391753,0.546391753,0.515463918,0.546391753,0.546391753,0.525773196,0.47260274,0.417808219,0.568493151,0.465753425,0.410958904,0.493150685,0.479452055,1
Ang mga Isda,42,10,0,5,4.2,2.119047619,1,0.5,2.119047619,1.69047619,1.571428571,0.785714286,0.404761905,0.19047619,0.142857143,0.357142857,0.071428571,0,0.648148148,0.648148148,0.654320988,0.654320988,0.641975309,0.654320988,0.641975309,0.551724138,0.534482759,0.775862069,0.534482759,0.551724138,0.603448276,0.534482759,1
Ang mga Prutas,56,9,1.2,4.446428571,6.222222222,1.875,0,0.428571429,1.875,1.535714286,1.392857143,0.75,0.25,0.142857143,0.196428571,0.285714286,0,0,0.611398964,0.626943005,0.652849741,0.590673575,0.601036269,0.606217617,0.606217617,0.464285714,0.442857143,0.664285714,0.485714286,0.464285714,0.542857143,0.464285714,1
Ang Monyeka,56,10,0,5.178571429,5.6,2.357142857,1,0.321428571,2.357142857,2.017857143,1.714285714,1.017857143,0.285714286,0.232142857,0.142857143,0.178571429,0.017857143,0,0.652360515,0.596566524,0.64806867,0.635193133,0.635193133,0.652360515,0.605150215,0.625,0.596590909,0.727272727,0.602272727,0.613636364,0.607954545,0.590909091,1
Ang Ok-ok,35,7,0,4.342857143,5,1.914285714,0,0.4,1.914285714,1.457142857,1.342857143,0.685714286,0.257142857,0.085714286,0.114285714,0.257142857,0.028571429,0,0.582608696,0.547826087,0.565217391,0.591304348,0.591304348,0.565217391,0.547826087,0.518987342,0.493670886,0.708860759,0.493670886,0.493670886,0.493670886,0.518987342,1
Ang Panimalay,65,17,1.111111111,5.769230769,3.823529412,2.476923077,3,0.4,2.476923077,2.261538462,2.015384615,1.230769231,0.4,0.307692308,0.2,0.261538462,0.015384615,0,0.690322581,0.625806452,0.664516129,0.648387097,0.606451613,0.65483871,0.65483871,0.646341463,0.585365854,0.731707317,0.62601626,0.56097561,0.605691057,0.609756098,1
Ang Pati ni Pipo,105,17,1.055555556,4.238095238,6.176470588,1.876190476,1,0.323809524,1.876190476,1.59047619,1.219047619,0.723809524,0.295238095,0.142857143,0.123809524,0.228571429,0.028571429,0,0.578171091,0.542772861,0.563421829,0.607669617,0.589970501,0.581120944,0.563421829,0.491666667,0.4125,0.5375,0.491666667,0.4625,0.479166667,0.470833333,1
Ang Payag ni Tatay,54,5,1.333333333,4.814814815,10.8,1.925925926,1,0.407407407,1.925925926,1.703703704,1.574074074,0.925925926,0.333333333,0.240740741,0.166666667,0.259259259,0.037037037,0,0.611650485,0.59223301,0.63592233,0.601941748,0.558252427,0.606796117,0.606796117,0.522875817,0.490196078,0.60130719,0.470588235,0.450980392,0.496732026,0.470588235,1
