book_title,word_count,sentence_count,phrase_count_per_sentence,average_word_len,average_sentence_len,average_syllable_count,polysyll_count,consonant_cluster_density,v_density,cv_density,vc_density,cvc_density,vcc_density,cvcc_density,ccvc_density,ccv_density,ccvcc_density,ccvccc_density,tag_bigram_sim,bik_bigram_sim,ceb_bigram_sim,hil_bigram_sim,rin_bigram_sim,min_bigram_sim,kar_bigram_sim,tag_trigram_sim,bik_trigram_sim,ceb_trigam_sim,hil_trigam_sim,rin_trigam_sim,min_trigam_sim,kar_trigam_sim,grade_level
Ang_Kanta_Ni_Kiking___Kinaray-a,254,68,1.428571429,4.822834646,3.735294118,1.940944882,7,0.586614173,1.940944882,1.669291339,1.377952756,0.842519685,0.393700787,0.295275591,0.212598425,0.413385827,0.023622047,0.003937008,0.65279299,0.634173056,0.673603505,0.626506024,0.658269441,0.638554217,0.677984666,0.623794212,0.612540193,0.63022508,0.59807074,0.623794212,0.65755627,0.649517685,1
Ang_Kasag_kag_ang_Isda_Mag-Abyanay___Kinaray-a-v12023.03.06T064705,241,16,1.4375,5.161825726,15.0625,1.958506224,12,0.829875519,1.958506224,1.456431535,1.564315353,0.838174274,0.630705394,0.315352697,0.298755187,0.481327801,0.136929461,0.049792531,0.431431431,0.414414414,0.393393393,0.466466466,0.444444444,0.452452452,0.473473473,0.343007916,0.405013193,0.333773087,0.453825858,0.46701847,0.486807388,0.502638522,1
Ang_Ladu___Kinaray-a-v12022.08.26T095740,166,17,1.647058824,5.204819277,9.764705882,2.06626506,7,0.704819277,2.06626506,1.590361446,1.626506024,0.837349398,0.542168675,0.277108434,0.240963855,0.391566265,0.072289157,0.006024096,0.437410072,0.450359712,0.420143885,0.479136691,0.464748201,0.479136691,0.500719424,0.366037736,0.479245283,0.405660377,0.526415094,0.569811321,0.575471698,0.645283019,1
Ang_Lasga_kag_ang_Pungis_kang_Tinapay___Kinaray-a-v12022.08.26T083951,467,32,1.766666667,5.160599572,14.59375,2.027837259,15,0.680942184,2.027837259,1.73875803,1.546038544,0.95503212,0.518201285,0.376873662,0.265524625,0.464668094,0.074946467,0.019271949,0.587416194,0.584837545,0.560082517,0.597215059,0.57349149,0.591026302,0.612686952,0.491168478,0.50611413,0.504755435,0.542119565,0.551630435,0.597146739,0.614809783,1
Ang_mga_Kahoy___Kinaray-a,390,43,1.272727273,5.017948718,9.069767442,2.035897436,15,0.546153846,2.035897436,1.730769231,1.548717949,0.851282051,0.41025641,0.225641026,0.176923077,0.343589744,0.053846154,0.005128205,0.61311054,0.588688946,0.604755784,0.580976864,0.568766067,0.617609254,0.611182519,0.546712803,0.579584775,0.584775087,0.608131488,0.526816609,0.660899654,0.639273356,1
Ang_Pagbulig_sa_Pispis___Kinaray-a,151,19,1.473684211,4.913907285,7.947368421,1.98013245,4,0.602649007,1.98013245,1.668874172,1.496688742,0.927152318,0.496688742,0.350993377,0.238410596,0.40397351,0.033112583,0,0.630952381,0.615646259,0.596938776,0.646258503,0.646258503,0.647959184,0.649659864,0.529953917,0.488479263,0.525345622,0.608294931,0.502304147,0.566820276,0.626728111,1
Ang_Pagpamakal___Kinaray-a-v12022.09.04T055210,189,16,1.785714286,5,11.8125,1.883597884,7,0.740740741,1.883597884,1.523809524,1.444444444,0.830687831,0.566137566,0.386243386,0.26984127,0.444444444,0.084656085,0.005291005,0.449333333,0.436,0.412,0.474666667,0.453333333,0.456,0.476,0.355992844,0.474060823,0.352415027,0.508050089,0.552772809,0.563506261,0.624329159,1
Ang_Tarotaro_sa_Amun_Hardin___Kinaray-a,256,27,1.181818182,5.17578125,9.481481481,2.0625,11,0.75390625,2.0625,1.5234375,1.52734375,0.80859375,0.55859375,0.30859375,0.28125,0.44921875,0.125,0.02734375,0.437030075,0.439849624,0.403195489,0.460526316,0.455827068,0.465225564,0.468984962,0.324223602,0.422360248,0.32173913,0.417391304,0.468322981,0.475776398,0.50931677,1
Ang_Tatlo_ka_Kuting___Kinaray-a,109,23,1.125,5.146788991,4.739130435,2.018348624,6,0.633027523,2.018348624,1.80733945,1.596330275,0.95412844,0.486238532,0.348623853,0.137614679,0.403669725,0,0,0.714922049,0.759465479,0.721603563,0.728285078,0.74610245,0.732739421,0.755011136,0.727810651,0.639053254,0.701183432,0.695266272,0.615384615,0.692307692,0.784023669,1
Billy_Makatabang___Kinaray-a,85,19,2,5.235294118,4.473684211,1.929411765,1,0.6,1.929411765,1.764705882,1.517647059,1.070588235,0.517647059,0.482352941,0.176470588,0.341176471,0.023529412,0,0.652661064,0.62464986,0.649859944,0.582633053,0.565826331,0.610644258,0.605042017,0.63197026,0.579925651,0.635687732,0.620817844,0.605947955,0.598513011,0.710037175,1
Chunu__Munu__Tuman_Ka_Ramig!___Kinaray-a,186,35,1.523809524,4.596774194,5.314285714,1.897849462,2,0.494623656,1.897849462,1.623655914,1.38172043,0.844086022,0.387096774,0.241935484,0.209677419,0.338709677,0.016129032,0.005376344,0.629129129,0.626126126,0.611111111,0.626126126,0.647147147,0.642642643,0.621621622,0.578616352,0.509433962,0.551362683,0.559748428,0.511530398,0.587002096,0.610062893,1
Dali_Malupad_Kita!___Kinaray-a-v12022.08.26T091136,180,25,1.541666667,5.377777778,7.2,2.15,7,0.672222222,2.15,1.655555556,1.772222222,0.877777778,0.538888889,0.261111111,0.244444444,0.372222222,0.061111111,0.005555556,0.422929936,0.443312102,0.431847134,0.480254777,0.468789809,0.475159236,0.494267516,0.394389439,0.45709571,0.402640264,0.587458746,0.575907591,0.623762376,0.686468647,1
Fruits_and_Vegetables___Kinaray-a,241,19,1.421052632,5.008298755,12.68421053,1.917012448,8,0.771784232,1.917012448,1.593360996,1.394190871,0.871369295,0.543568465,0.360995851,0.257261411,0.526970954,0.091286307,0.020746888,0.562955255,0.572320499,0.547346514,0.562955255,0.559833507,0.562955255,0.582726327,0.456824513,0.511142061,0.447075209,0.527855153,0.526462396,0.545961003,0.569637883,1
Ginahuwad_ni_Toto_si_Lolo___Kinaray-a,98,15,0,4.530612245,6.533333333,1.928571429,0,0.275510204,1.928571429,1.846938776,1.326530612,0.897959184,0.173469388,0.173469388,0.051020408,0.173469388,0,0,0.734104046,0.673410405,0.713872832,0.751445087,0.751445087,0.702312139,0.710982659,0.620967742,0.584677419,0.661290323,0.657258065,0.625,0.637096774,0.669354839,1
Hardin_kang_Bulak___Kinaray-a,240,15,1.6,5.025,16,1.958333333,6,0.720833333,1.958333333,1.504166667,1.470833333,0.8125,0.541666667,0.354166667,0.279166667,0.495833333,0.104166667,0.033333333,0.425155925,0.422037422,0.413721414,0.462577963,0.438669439,0.449064449,0.462577963,0.367688022,0.426183844,0.38718663,0.534818942,0.442896936,0.495821727,0.525069638,1
Kuneho_kag_Ayam___Kinaray-a,176,14,1.285714286,5.25,12.57142857,2.085227273,10,0.642045455,2.085227273,1.698863636,1.642045455,0.926136364,0.494318182,0.306818182,0.255681818,0.397727273,0.085227273,0.039772727,0.50672043,0.508064516,0.481182796,0.532258065,0.532258065,0.530913978,0.541666667,0.384479718,0.430335097,0.37037037,0.456790123,0.453262787,0.479717813,0.492063492,1
Lagaw_sa_Hardin___Kinaray-a-v12022.09.04T020122,301,31,1.884615385,4.900332226,9.709677419,2.006644518,9,0.574750831,2.006644518,1.674418605,1.471760797,0.823920266,0.418604651,0.249169435,0.199335548,0.365448505,0.07641196,0.003322259,0.548497854,0.529613734,0.532188841,0.564806867,0.553648069,0.566523605,0.575965665,0.428405122,0.509895227,0.456344587,0.550640279,0.597206054,0.603026775,0.655413271,1
Ligid___Kinaray-a-v12022.08.31T035506,191,24,1.458333333,5.329842932,7.958333333,2.120418848,8,0.664921466,2.120418848,1.638743455,1.753926702,0.895287958,0.534031414,0.261780105,0.240837696,0.366492147,0.073298429,0.005235602,0.449574727,0.438639125,0.438639125,0.500607533,0.482381531,0.492102066,0.512758202,0.415481833,0.494470774,0.423380727,0.560821485,0.573459716,0.5671406,0.6492891,1
Luyag_ni_Nin_Mag-ilis___Kinaray-a,265,40,1.451612903,4.569811321,6.625,1.935849057,5,0.335849057,1.935849057,1.694339623,1.479245283,0.928301887,0.316981132,0.245283019,0.132075472,0.222641509,0.022641509,0,0.693205945,0.690021231,0.677282378,0.687898089,0.690021231,0.685774947,0.692144374,0.682020802,0.526002972,0.655274889,0.655274889,0.557206538,0.637444279,0.714710253,1
Maagto_Sanda_sa_Uma___Kinaray-a-v12022.09.04T081222,202,21,1.846153846,5.089108911,9.619047619,2.059405941,9,0.707920792,2.059405941,1.54950495,1.48019802,0.762376238,0.564356436,0.297029703,0.247524752,0.445544554,0.074257426,0.004950495,0.484184915,0.45863747,0.4513382,0.513381995,0.50973236,0.50973236,0.52919708,0.383870968,0.456451613,0.372580645,0.506451613,0.537096774,0.541935484,0.633870968,1
Mag-isip_Kita___Kinaray-a,248,18,1.705882353,4.782258065,13.77777778,1.931451613,5,0.616935484,1.931451613,1.47983871,1.35483871,0.758064516,0.447580645,0.290322581,0.241935484,0.439516129,0.076612903,0.036290323,0.460794844,0.448979592,0.438238453,0.484425349,0.460794844,0.475832438,0.494092374,0.417159763,0.473372781,0.412721893,0.49112426,0.49408284,0.5,0.529585799,1
Magbuliganay___Kinaray-a,244,15,1.6,4.991803279,16.26666667,1.975409836,9,0.659836066,1.975409836,1.581967213,1.512295082,0.889344262,0.512295082,0.37295082,0.237704918,0.397540984,0.081967213,0.032786885,0.489186406,0.487126674,0.462409887,0.515962925,0.490216272,0.508753862,0.529351184,0.419889503,0.475138122,0.433701657,0.53038674,0.473756906,0.549723757,0.57320442,1
Magkumustahanay_Kita___Kinaray-a,70,12,1.8,5.171428571,5.833333333,2.157142857,3,0.428571429,2.157142857,2.057142857,1.671428571,1.157142857,0.4,0.4,0.3,0.357142857,0,0,0.767361111,0.78125,0.760416667,0.753472222,0.756944444,0.763888889,0.819444444,0.761682243,0.654205607,0.705607477,0.73364486,0.658878505,0.672897196,0.808411215,1
Maisip_Kita!___Kinaray-a-v12022.08.30T091926,152,8,2.571428571,5,19,1.980263158,8,0.703947368,1.980263158,1.486842105,1.467105263,0.75,0.493421053,0.289473684,0.256578947,0.427631579,0.098684211,0.006578947,0.376859504,0.366942149,0.350413223,0.401652893,0.373553719,0.381818182,0.419834711,0.27753304,0.440528634,0.301762115,0.471365639,0.546255507,0.535242291,0.614537445,1
Maisip_Kita_kang_mga_Kahig!___Kinaray-a-v12022.09.04T082937,176,16,1.733333333,4.875,11,1.926136364,9,0.613636364,1.926136364,1.443181818,1.511363636,0.778409091,0.465909091,0.25,0.215909091,0.329545455,0.079545455,0.011363636,0.435103245,0.410029499,0.401179941,0.443952802,0.402654867,0.438053097,0.474926254,0.3187251,0.454183267,0.35059761,0.490039841,0.490039841,0.541832669,0.611553785,1
Makatumbo_Bala_ang_Bibi____Kinaray-a-v12022.09.04T083533,181,17,2.5,5.546961326,10.64705882,2.226519337,9,0.690607735,2.226519337,1.784530387,1.79558011,0.928176796,0.535911602,0.298342541,0.237569061,0.408839779,0.066298343,0.005524862,0.490842491,0.504273504,0.467643468,0.514041514,0.506715507,0.517704518,0.534798535,0.482758621,0.551724138,0.460815047,0.603448276,0.637931034,0.639498433,0.700626959,1
Masadya_nga_Adlaw_ni_Kit_kag_ni_Kat___Kinaray-a-v12022.08.10T021616,269,16,1.466666667,4.747211896,16.8125,1.784386617,9,0.710037175,1.784386617,1.371747212,1.382899628,0.82527881,0.550185874,0.29739777,0.289962825,0.423791822,0.133828996,0.048327138,0.41509434,0.405163853,0.398212512,0.456802383,0.437934459,0.444885799,0.463753724,0.315789474,0.371120108,0.319838057,0.452091768,0.449392713,0.496626181,0.500674764,1
May_Natun_an_ako___Kinaray-a,72,12,7,4.555555556,6,2.013888889,1,0.305555556,2.013888889,1.611111111,1.430555556,0.708333333,0.25,0.180555556,0.125,0.222222222,0.013888889,0,0.630952381,0.642857143,0.623015873,0.638888889,0.666666667,0.638888889,0.634920635,0.602272727,0.539772727,0.625,0.630681818,0.590909091,0.642045455,0.653409091,1
Mga_Duag___Kinaray-a,52,9,0,4.634615385,5.777777778,1.692307692,2,0.596153846,1.692307692,1.230769231,1.25,0.596153846,0.384615385,0.211538462,0.076923077,0.269230769,0.019230769,0,0.578378378,0.589189189,0.583783784,0.567567568,0.594594595,0.578378378,0.572972973,0.534883721,0.643410853,0.488372093,0.573643411,0.612403101,0.612403101,0.627906977,1
Mga_Gamit_sa_Pananum_kang_Paray___Kinaray-a,100,9,0,5.24,11.11111111,2.07,0,0.42,2.07,1.93,1.82,1.11,0.4,0.31,0.12,0.14,0.01,0.01,0.826603325,0.80760095,0.755344418,0.788598575,0.798099762,0.805225653,0.809976247,0.679245283,0.704402516,0.698113208,0.657232704,0.669811321,0.789308176,0.72327044,1
Nagadalagan_ang_Leon_kag_Nagapanaw_ang_Baka___Kinaray-a,48,9,1.6,5.208333333,5.333333333,2.0625,3,0.625,2.0625,1.604166667,1.770833333,0.895833333,0.5,0.208333333,0.166666667,0.208333333,0.020833333,0,0.665,0.67,0.67,0.66,0.66,0.67,0.685,0.618421053,0.625,0.592105263,0.717105263,0.671052632,0.684210526,0.710526316,1
Nagakaon_Ang_Tanan___Kinaray-a-v12022.08.10T054143,79,14,0,4.430379747,5.642857143,2,0,0.329113924,2,1.607594937,1.253164557,0.544303797,0.202531646,0.139240506,0.037974684,0.215189873,0.025316456,0,0.6900369,0.682656827,0.701107011,0.693726937,0.686346863,0.701107011,0.693726937,0.526041667,0.5625,0.625,0.572916667,0.59375,0.640625,0.609375,1
Nagatanum_Kang_Paray_Ang_Pamilya_Uwak___Kinaray-a,328,26,1.346153846,5.009146341,12.61538462,1.87195122,9,0.795731707,1.87195122,1.457317073,1.460365854,0.829268293,0.591463415,0.356707317,0.25304878,0.445121951,0.112804878,0.042682927,0.481168332,0.475019216,0.443504996,0.501921599,0.475787855,0.490392006,0.511145273,0.383817427,0.460580913,0.384854772,0.465767635,0.492738589,0.498962656,0.531120332,1
Nagsipal_Si_Muna_Kag_Milan___Kinaray-a,67,11,1.083333333,4.388059701,6.090909091,1.865671642,1,0.388059701,1.865671642,1.656716418,1.253731343,0.865671642,0.343283582,0.28358209,0.149253731,0.358208955,0.044776119,0,0.629464286,0.651785714,0.647321429,0.674107143,0.651785714,0.665178571,0.660714286,0.474025974,0.525974026,0.506493506,0.545454545,0.467532468,0.519480519,0.727272727,1
Nakabatun_Kang_Bulig_Si_Tractor___Kinaray-a,76,16,0,4.868421053,4.75,1.934210526,2,0.565789474,1.934210526,1.723684211,1.460526316,0.934210526,0.355263158,0.263157895,0.157894737,0.447368421,0.065789474,0,0.634146341,0.655052265,0.648083624,0.68989547,0.682926829,0.665505226,0.68989547,0.539215686,0.534313725,0.593137255,0.617647059,0.612745098,0.617647059,0.676470588,1
Paano_Nabuol_kang_mga_Insekto_ang_Anda_nga_Kolor___Kinaray-a,309,31,1.666666667,5.132686084,9.967741935,1.941747573,11,0.763754045,1.941747573,1.533980583,1.563106796,0.951456311,0.598705502,0.378640777,0.32038835,0.453074434,0.122977346,0.038834951,0.459055118,0.44488189,0.432283465,0.491338583,0.466141732,0.476377953,0.492913386,0.360125261,0.427974948,0.369519833,0.490605428,0.463465553,0.473903967,0.542797495,1
Sara_ka_adlaw_sa_Karnabal___Kinaray-a-v12023.03.03T040846,207,36,1.333333333,4.724637681,5.75,1.966183575,1,0.449275362,1.966183575,1.811594203,1.376811594,0.93236715,0.376811594,0.323671498,0.173913043,0.38647343,0.014492754,0.004830918,0.710013004,0.725617685,0.720416125,0.717815345,0.725617685,0.724317295,0.750325098,0.621428571,0.582142857,0.5875,0.592857143,0.557142857,0.608928571,0.648214286,1
Sa_Diin_Sanda_Nag-agto____Kinaray-a-v12022.08.31T033243,177,17,1.75,5.474576271,10.41176471,2.163841808,8,0.762711864,2.163841808,1.638418079,1.610169492,0.836158192,0.570621469,0.355932203,0.305084746,0.514124294,0.096045198,0.016949153,0.393085787,0.387964149,0.372599232,0.422535211,0.42765685,0.416133163,0.432778489,0.30318258,0.40201005,0.323283082,0.43718593,0.472361809,0.499162479,0.566164154,1
Shhhhh!___Kinaray-a,89,35,5,5.471910112,2.542857143,1.820224719,10,0.786516854,1.820224719,1.483146067,1.505617978,0.93258427,0.505617978,0.348314607,0.280898876,0.382022472,0.101123596,0,0.43718593,0.449748744,0.449748744,0.43718593,0.432160804,0.462311558,0.417085427,0.359223301,0.336569579,0.258899676,0.278317152,0.339805825,0.284789644,0.317152104,1
Show_and_Tell___Kinaray-a,357,57,1.531914894,4.795518207,6.263157895,1.93557423,4,0.557422969,1.93557423,1.736694678,1.392156863,0.907563025,0.450980392,0.358543417,0.182072829,0.386554622,0.039215686,0.008403361,0.662444113,0.666169896,0.6609538,0.669895678,0.653502235,0.675111773,0.68852459,0.570987654,0.534979424,0.593621399,0.609053498,0.54526749,0.604938272,0.653292181,1
Si_Alibangbang_kag_si_Dulungan___Kinaray-a-v12022.09.04T085338,158,14,1.785714286,5.341772152,11.28571429,2.063291139,7,0.715189873,2.063291139,1.626582278,1.639240506,0.860759494,0.550632911,0.35443038,0.297468354,0.455696203,0.101265823,0.006329114,0.465491924,0.453744493,0.439060206,0.502202643,0.466960352,0.478707783,0.513950073,0.379310345,0.517241379,0.388888889,0.534482759,0.578544061,0.593869732,0.659003831,1
Si_Inday_kag_si_Nene__Kag_ang_Manamit_nga_Mais_!___Kinaray-a,188,33,1.192307692,4.515957447,5.696969697,1.872340426,2,0.436170213,1.872340426,1.654255319,1.303191489,0.792553191,0.356382979,0.196808511,0.180851064,0.329787234,0.031914894,0.005319149,0.73740458,0.751145038,0.720610687,0.754198473,0.734351145,0.755725191,0.761832061,0.685466377,0.592190889,0.685466377,0.704989154,0.618221258,0.711496746,0.718004338,1
Si_Mam_Chesa___Kinaray-a,79,8,1.714285714,4.53164557,9.875,1.911392405,3,0.379746835,1.911392405,1.632911392,1.379746835,0.810126582,0.253164557,0.164556962,0.126582278,0.253164557,0,0,0.652329749,0.627240143,0.620071685,0.620071685,0.598566308,0.623655914,0.616487455,0.56,0.49,0.53,0.555,0.5,0.53,0.575,1
Si_Navy_kag_si_Bora___Kinaray-a-v12022.09.04T090843,165,16,1.6875,5.181818182,10.3125,2.03030303,7,0.684848485,2.03030303,1.587878788,1.545454545,0.83030303,0.503030303,0.327272727,0.266666667,0.406060606,0.078787879,0.018181818,0.435036496,0.420437956,0.4,0.468613139,0.432116788,0.448175182,0.481751825,0.354527938,0.454720617,0.36416185,0.50867052,0.558766859,0.549132948,0.614643545,1
Si_Putu_Kag_Si_Gutu___Kinaray-a,91,23,1.125,4.538461538,3.956521739,2.043956044,1,0.296703297,2.043956044,1.879120879,1.21978022,0.912087912,0.263736264,0.175824176,0.120879121,0.285714286,0.065934066,0,0.587301587,0.580952381,0.577777778,0.587301587,0.587301587,0.587301587,0.59047619,0.65158371,0.511312217,0.570135747,0.57918552,0.556561086,0.592760181,0.619909502,1
Si_Tata_kag_Si_Toto___Kinaray-a-v12022.08.31T034111,317,35,1.633333333,5.119873817,9.057142857,2.088328076,18,0.611987382,2.088328076,1.728706625,1.542586751,0.899053628,0.485804416,0.293375394,0.246056782,0.397476341,0.050473186,0.003154574,0.560278207,0.545595054,0.522411128,0.573415765,0.560278207,0.569551777,0.590417311,0.48556701,0.539175258,0.468041237,0.570103093,0.584536082,0.612371134,0.66185567,1
Si_Utoy_kag_Si_Babyter___Kinaray-a,299,18,1.333333333,4.789297659,16.61111111,1.89632107,8,0.545150502,1.89632107,1.538461538,1.408026756,0.836120401,0.401337793,0.297658863,0.240802676,0.401337793,0.066889632,0.033444816,0.45681211,0.457702582,0.45681211,0.498664292,0.476402493,0.485307213,0.507569012,0.402948403,0.427518428,0.414004914,0.55036855,0.470515971,0.552825553,0.558968059,1
Tagu-taguay___Kinaray-a-v12022.09.04T093430,165,9,3.25,5.212121212,18.33333333,2.096969697,11,0.690909091,2.096969697,1.612121212,1.56969697,0.818181818,0.490909091,0.303030303,0.290909091,0.448484848,0.072727273,0.012121212,0.402898551,0.405797101,0.379710145,0.437681159,0.415942029,0.41884058,0.450724638,0.303435115,0.404580153,0.311068702,0.450381679,0.5,0.498091603,0.576335878,1
What_Type_Of_Teeth____Kinaray-a,58,10,1.25,4.482758621,5.8,1.793103448,1,0.568965517,1.793103448,1.396551724,1.344827586,0.706896552,0.517241379,0.25862069,0.068965517,0.25862069,0,0,0.74,0.68,0.7,0.72,0.72,0.715,0.785,0.678571429,0.564285714,0.578571429,0.55,0.564285714,0.578571429,0.642857143,1
__Ang_Pagpanglimpiyo_ka_Lawas___Kinaray-a,268,25,1.16,4.660447761,10.72,1.876865672,5,0.611940299,1.876865672,1.391791045,1.361940299,0.76119403,0.462686567,0.309701493,0.201492537,0.350746269,0.070895522,0.041044776,0.469262295,0.456967213,0.452868852,0.487704918,0.468237705,0.476434426,0.488729508,0.408250356,0.435277383,0.413940256,0.490753912,0.450924609,0.500711238,0.513513514,1
Ang_Adlaw_nga_Nag-uran_kang_Isda___Kinaray-a-v12022.08.31T041134,326,34,1.642857143,5.058282209,9.588235294,2.033742331,11,0.641104294,2.033742331,1.690184049,1.503067485,0.880368098,0.509202454,0.349693252,0.239263804,0.457055215,0.049079755,0.006134969,0.551330798,0.548288973,0.526996198,0.574144487,0.553612167,0.56730038,0.589353612,0.480203046,0.503553299,0.481218274,0.559390863,0.563451777,0.585786802,0.63857868,2
Ang_Akun_mga_Himata___Kinaray-a,235,31,0,4.170212766,7.580645161,1.731914894,0,0.480851064,1.731914894,1.480851064,1.106382979,0.621276596,0.319148936,0.187234043,0.093617021,0.29787234,0.008510638,0.004255319,0.816958277,0.776581427,0.795423957,0.800807537,0.781965007,0.816958277,0.804845222,0.747035573,0.683794466,0.733201581,0.713438735,0.66798419,0.693675889,0.735177866,2
Ang_balay_para_sa_Balabaw.___Kinaray-a,127,16,1.5,5.102362205,7.9375,2.05511811,7,0.480314961,2.05511811,1.850393701,1.661417323,1.086614173,0.401574803,0.275590551,0.181102362,0.291338583,0.031496063,0,0.772639692,0.795761079,0.768786127,0.730250482,0.749518304,0.74566474,0.774566474,0.667519182,0.647058824,0.664961637,0.664961637,0.595907928,0.693094629,0.710997442,2
Ang_Bulbulon_nga_Higante___Kinaray-a-v12022.08.30T023801,541,50,1.8,5.088724584,10.82,2.009242144,17,0.663585952,2.009242144,1.756007394,1.475046211,0.898336414,0.502772643,0.384473198,0.264325323,0.493530499,0.051756007,0.012939002,0.575193094,0.550204453,0.552930486,0.588368923,0.549750114,0.572921399,0.590640618,0.488821752,0.499093656,0.489425982,0.561329305,0.527492447,0.590936556,0.642296073,2
Ang_Bungaybungay_ni_Rudi___Kinaray-a-v12022.08.30T032109,311,33,1.703703704,5.163987138,9.424242424,2.135048232,16,0.675241158,2.135048232,1.713826367,1.530546624,0.845659164,0.504823151,0.311897106,0.234726688,0.475884244,0.057877814,0.003215434,0.544323484,0.543545879,0.525660964,0.560653188,0.545101089,0.561430793,0.575427683,0.468041237,0.532989691,0.480412371,0.565979381,0.579381443,0.619587629,0.667010309,2
